CASO NÚMERO,ESTADO DEL CASO,COORDENADAS , EXHUMACION,ESTADO DEL PROCESO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,COORDENADAS
CIH-2018-00036,PEND.RESULT.GENETICA,"-75,88","8,731388889",NO_IDENTIFICADO,CÓRDOBA,MONTERÍA,8.731388889,-75.88,"8.731388889,-75.88"
CIH-2018-00037,CERRADO,"-75,02291667","7,844944444",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00038,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00039,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00040,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00041,CERRADO,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00042,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00043,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00044,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00045,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00046,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00047,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00048,PEND.RESULT.GENETICA,"-75,02291667","7,844944444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00049,CERRADO,"-75,02291667","7,844944444",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00050,CERRADO,"-75,02291667","7,844944444",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844944444,-75.02291667,"7.844944444,-75.02291667"
CIH-2018-00051,PEND.RESULT.GENETICA,"-75,82925","6,928472222",NO_IDENTIFICADO,ANTIOQUIA,PEQUE,6.928472222,-75.82925,"6.928472222,-75.82925"
CIH-2018-00052,CERRADO,"-75,51188333","7,644616667",IDENTIF_ENTREGADO,ANTIOQUIA,TARAZÁ,7.644616667,-75.51188333,"7.644616667,-75.51188333"
CIH-2018-00053,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00054,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00055,PEND.RESULT.GENETICA,"-75,02280556","6,27789722",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.27789722,-75.02280556,"6.27789722,-75.02280556"
CIH-2018-00056,PEND.RESULT.GENETICA,-75.19805,"7,98472",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.98472,-75.19805,"7.98472,-75.19805"
CIH-2018-00057,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00058,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00059,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00060,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00061,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00062,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00063,PEND.RESULT.GENETICA,"-75,02280556","7,845",IDENTIF_NO_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00064,PEND.RESULT.GENETICA,"-75,02280556","7,845",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00065,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00066,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00067,CERRADO,"-75,02280556","7,845",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.845,-75.02280556,"7.845,-75.02280556"
CIH-2018-00068,PEND.RESULT.GENETICA,"-75,02283333","7,844638889",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00069,PEND.RESULT.GENETICA,"-75,02283333","7,844638889",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00070,PEND.RESULT.GENETICA,"-75,02283333","7,844638889",NO_IDENTIF_EN_PROCES,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00071,CERRADO,"-75,02283333","7,844638889",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00072,CERRADO,"-75,02283333","7,844638889",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00073,CERRADO,"-75,02283333","7,844638889",IDENTIF_ENTREGADO,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00074,PEND.RESULT.GENETICA,"-75,02283333","7,844638889",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,7.844638889,-75.02283333,"7.844638889,-75.02283333"
CIH-2018-00075,PEND.RESULT.GENETICA,"-75,52986111","6,587222222",NO_IDENTIFICADO,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,6.587222222,-75.52986111,"6.587222222,-75.52986111"
CIH-2018-00076,PEND.RESULT.GENETICA,"-75,67166","7,888055",IDENTIF_NO_ENTREGADO,CÓRDOBA,PUERTO LIBERTADOR,7.888055,-75.67166,"7.888055,-75.67166"
CIH-2018-00077,CERRADO,"-76,3825278","8,14011111",IDENTIF_ENTREGADO,ANTIOQUIA,SAN PEDRO DE URABA,8.14011111,-76.3825278,"8.14011111,-76.3825278"
CIH-2018-00078,CERRADO,"-75,7","8,516805556",IDENTIF_ENTREGADO,CÓRDOBA,PLANETA RICA,8.516805556,-75.7,"8.516805556,-75.7"
CIH-2019-00079,CERRADO,"-75,1","6,377305556",IDENTIF_ENTREGADO,ANTIOQUIA,ALEJANDRÍA,6.377305556,-75.1,"6.377305556,-75.1"
CIH-2019-00080,PEND.RESULT.GENETICA,"-74,77505556","5,940416667",NO_IDENTIF_EN_PROCES,ANTIOQUIA,PUERTO TRIUNFO,5.940416667,-74.77505556,"5.940416667,-74.77505556"
CIH-2019-00081,CERRADO,"-75,04572222","5,915",IDENTIF_ENTREGADO,ANTIOQUIA,SAN FRANCISCO,5.915,-75.04572222,"5.915,-75.04572222"
CIH-2019-00082,PEND.RESULT.GENETICA,"-74,63747222","5,875305556",IDENTIF_ENTREGADO,ANTIOQUIA,PUERTO TRIUNFO,5.875305556,-74.63747222,"5.875305556,-74.63747222"
CIH-2019-00083,PEND.RESULT.GENETICA,"-76,16980278","6,902905556",NO_IDENTIFICADO,ANTIOQUIA,URAMITA,6.902905556,-76.16980278,"6.902905556,-76.16980278"
CIH-2019-00084,PEND.RESULT.GENETICA,-74.70166,"7,078055",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SEGOVIA,7.078055,-74.70166,"7.078055,-74.70166"
CIH-2019-00085,CERRADO,-74.70166,"7,078055",IDENTIF_ENTREGADO,ANTIOQUIA,SEGOVIA,7.078055,-74.70166,"7.078055,-74.70166"
CIH-2019-00086,CERRADO,-76.134166,"6,31555",IDENTIF_ENTREGADO,ANTIOQUIA,URRAO,6.31555,-76.134166,"6.31555,-76.134166"
CIH-2019-00087,CERRADO,-76.134166,"6,31555",IDENTIF_ENTREGADO,ANTIOQUIA,URRAO,6.31555,-76.134166,"6.31555,-76.134166"
CIH-2019-00088,PEND.RESULT.GENETICA,-75.8275,"6,5563",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,6.5563,-75.8275,"6.5563,-75.8275"
CIH-2019-00089,PEND.RESULT.GENETICA,-74.69388,"7,0275",NO_IDENTIF_EN_PROCES,ANTIOQUIA,REMEDIOS,7.0275,-74.69388,"7.0275,-74.69388"
CIH-2019-00090,PEND.RESULT.GENETICA,-74.69388,"7,0275",NO_IDENTIFICADO,ANTIOQUIA,REMEDIOS,7.0275,-74.69388,"7.0275,-74.69388"
CIH-2019-00091,CERRADO,-76.134166,"6,31555",IDENTIF_ENTREGADO,ANTIOQUIA,URRAO,6.31555,-76.134166,"6.31555,-76.134166"
CIH-2019-00092,CERRADO,-76.134166,"6,31555",IDENTIF_ENTREGADO,ANTIOQUIA,URRAO,6.31555,-76.134166,"6.31555,-76.134166"
CIH-2019-00093,PEND.RESULT.GENETICA,"-75,9155556","6,05625",IDENTIF_ENTREGADO,ANTIOQUIA,BETULIA,6.05625,-75.9155556,"6.05625,-75.9155556"
CIH-2019-00094,REVISION TECNICA,"-75,9155556","6,05625",NO_IDENTIFICADO,ANTIOQUIA,BETULIA,6.05625,-75.9155556,"6.05625,-75.9155556"
CIH-2019-00095,PEND.RESULT.GENETICA,"-75,334166","6,081944",NO_IDENTIF_EN_PROCES,ANTIOQUIA,EL CARMEN DE VIBORAL,6.081944,-75.334166,"6.081944,-75.334166"
CIH-2019-00096,CERRADO,-75.426944,"5,79055",IDENTIF_ENTREGADO,ANTIOQUIA,ABEJORRAL,5.79055,-75.426944,"5.79055,-75.426944"
CIH-2019-00097,PEND.RESULT.GENETICA,-75.5103,"6,34861",NO_IDENTIFICADO,ANTIOQUIA,COPACABANA,6.34861,-75.5103,"6.34861,-75.5103"
CIH-2019-00098,PEND.RESULT.GENETICA,"-75,4461111","6,376944",NO_IDENTIF_EN_PROCES,ANTIOQUIA,GIRARDOTA,6.376944,-75.4461111,"6.376944,-75.4461111"
CIH-2019-00099,PEND.RESULT.GENETICA,"-75,085","6,59488889",NO_IDENTIFICADO,ANTIOQUIA,AMALFI,6.59488889,-75.085,"6.59488889,-75.085"
CIH-2019-00100,PEND.RESULT.GENETICA,-75.8275,"6,5563",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,6.5563,-75.8275,"6.5563,-75.8275"
CIH-2019-00101,CERRADO,-75.8275,"6,5563",IDENTIF_ENTREGADO,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,6.5563,-75.8275,"6.5563,-75.8275"
CIH-2019-00102,REVISION TECNICA,"-75,5735","6,277861111",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.277861111,-75.5735,"6.277861111,-75.5735"
CIH-2019-00103,PEND.RESULT.GENETICA,"-75,536","6,27789722",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.27789722,-75.536,"6.27789722,-75.536"
CIH-2019-00104,PEND.RESULT.GENETICA,"-75,30819444","5,703333333",IDENTIF_ENTREGADO,ANTIOQUIA,SONSON,5.703333333,-75.30819444,"5.703333333,-75.30819444"
CIH-2019-00105,PEND.RESULT.GENETICA,"-75,30819444","5,703333333",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SONSON,5.703333333,-75.30819444,"5.703333333,-75.30819444"
CIH-2019-00106,PEND.RESULT.GENETICA,"-74,98422222","8,002055556",NO_IDENTIFICADO,ANTIOQUIA,CAUCASIA,8.002055556,-74.98422222,"8.002055556,-74.98422222"
CIH-2019-00107,PEND.RESULT.GENETICA,-75.185277,"6,1441666",NO_IDENTIFICADO,ANTIOQUIA,GRANADA,6.1441666,-75.185277,"6.1441666,-75.185277"
CIH-2019-00108,PEND.RESULT.GENETICA,"-75,5735","6,277861111",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.277861111,-75.5735,"6.277861111,-75.5735"
CIH-2019-00109,CERRADO,"-75,7648611","7,17852778",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00110,PEND.RESULT.GENETICA,"-75,7648611","7,17852778",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00111,CERRADO,"-75,7648611","7,17852778",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00112,CERRADO,"-75,7648611","7,17852778",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00113,PEND.RESULT.GENETICA,"-75,7648611","7,17852778",NO_IDENTIFICADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00114,CERRADO,"-75,7648611","7,17852778",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00115,CERRADO,"-75,7648611","7,17852778",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.17852778,-75.7648611,"7.17852778,-75.7648611"
CIH-2019-00116,CERRADO,"-74,84663889","6,67325",IDENTIF_ENTREGADO,ANTIOQUIA,YALÍ,6.67325,-74.84663889,"6.67325,-74.84663889"
CIH-2019-00117,CERRADO,"-75,9155556","6,05625",IDENTIF_ENTREGADO,ANTIOQUIA,BETULIA,6.05625,-75.9155556,"6.05625,-75.9155556"
CIH-2019-00118,CERRADO,"-76,30638889","8,435333333",,ANTIOQUIA,SAN PEDRO DE URABA,8.435333333,-76.30638889,"8.435333333,-76.30638889"
CIH-2019-00119,PEND.RESULT.GENETICA,"-74,73116667","5,736472222",NO_IDENTIF_EN_PROCES,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
CIH-2019-00120,PEND.RESULT.GENETICA,"-74,73116667","5,736472222",NO_IDENTIFICADO,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
CIH-2019-00121,PEND.RESULT.GENETICA,"-75,63611","6,0886111",IDENTIF_NO_ENTREGADO,ANTIOQUIA,CALDAS,6.0886111,-75.63611,"6.0886111,-75.63611"
CIH-2019-00122,CERRADO,"-76,0602","8,180377778",IDENTIF_ENTREGADO,CÓRDOBA,TIERRALTA,8.180377778,-76.0602,"8.180377778,-76.0602"
CIH-2019-00123,CERRADO,"-74,80408333","5,716138889",IDENTIF_ENTREGADO,ANTIOQUIA,SONSON,5.716138889,-74.80408333,"5.716138889,-74.80408333"
CIH-2019-00124,PEND.RESULT.GENETICA,"-74,99677778","6,045638889",NO_IDENTIFICADO,ANTIOQUIA,SAN LUIS,6.045638889,-74.99677778,"6.045638889,-74.99677778"
CIH-2019-00125,CERRADO,"-76,03863889","6,980361111",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,6.980361111,-76.03863889,"6.980361111,-76.03863889"
CIH-2019-00126,CERRADO,"-76,03863889","6,980361111",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,6.980361111,-76.03863889,"6.980361111,-76.03863889"
CIH-2019-00127,PEND.RESULT.GENETICA,"-74,73116667","5,736472222",NO_IDENTIFICADO,ANTIOQUIA,SONSON,5.736472222,-74.73116667,"5.736472222,-74.73116667"
CIH-2019-00128,PEND.RESULT.GENETICA,"-76,19772222","7,369444444",NO_IDENTIF_EN_PROCES,ANTIOQUIA,DABEIBA,7.369444444,-76.19772222,"7.369444444,-76.19772222"
CIH-2019-00129,CERRADO,"-76,19772222","7,369444444",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.369444444,-76.19772222,"7.369444444,-76.19772222"
CIH-2019-00130,PEND.RESULT.GENETICA,"-75,5735","6,277861111",NO_IDENTIFICADO,ANTIOQUIA,MEDELLÍN,6.277861111,-75.5735,"6.277861111,-75.5735"
CIH-2020-00134,PEND.RESULT.GENETICA,"-76,71","7,985491667",NO_IDENTIFICADO,ANTIOQUIA,PEQUE,7.985491667,-76.71,"7.985491667,-76.71"
CIH-2020-00135,CERRADO,"-75,5869444","6,30080556",IDENTIF_ENTREGADO,ANTIOQUIA,BELLO,6.30080556,-75.5869444,"6.30080556,-75.5869444"
CIH-2020-00136,CERRADO,"-76,19772222","7,369444444",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.369444444,-76.19772222,"7.369444444,-76.19772222"
CIH-2020-00137,CERRADO,"-76,2","7,036111111",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.036111111,-76.2,"7.036111111,-76.2"
CIH-2020-00138,CERRADO,"-76,03","7,000722222",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.000722222,-76.03,"7.000722222,-76.03"
CIH-2020-00139,CERRADO,"-76,03","7,000722222",IDENTIF_ENTREGADO,ANTIOQUIA,DABEIBA,7.000722222,-76.03,"7.000722222,-76.03"
CIH-2020-00140,PEND.RESULT.GENETICA,-75.8275,"6,5563",IDENTIF_NO_ENTREGADO,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,6.5563,-75.8275,"6.5563,-75.8275"
CIH-2020-00141,PEND.RESULT.GENETICA,"-75,620.0 ","6,216611111",NO_IDENTIF_EN_PROCES,ANTIOQUIA,NECOCLÍ,6.216611111,-75.620.0 ,"6.216611111,-75.620.0 "
CIH-2020-00142,CERRADO,"-76,640.0 ","8,41675",IDENTIF_ENTREGADO,ANTIOQUIA,NECOCLÍ,8.41675,-76.640.0 ,"8.41675,-76.640.0 "
CIH-2020-00143,CERRADO,"-76,62","8,539166667",IDENTIF_ENTREGADO,ANTIOQUIA,NECOCLÍ,8.539166667,-76.62,"8.539166667,-76.62"
CIH-2021-00151,PEND.RESULT.GENETICA,"-75,91","6,048983333",NO_IDENTIFICADO,ANTIOQUIA,CONCORDIA,6.048983333,-75.91,"6.048983333,-75.91"
CIH-2021-00152,PEND.RESULT.GENETICA,"-75,881","8,449416667",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.449416667,-75.881,"8.449416667,-75.881"
CIH-2021-00153,PEND.RESULT.GENETICA,"-75,86","8,741138889",NO_IDENTIF_EN_PROCES,CÓRDOBA,MONTERÍA,8.741138889,-75.86,"8.741138889,-75.86"
CIH-2021-00154,CERRADO,"-76,16","8,260888889",IDENTIF_ENTREGADO,CÓRDOBA,VALENCIA,8.260888889,-76.16,"8.260888889,-76.16"
CIH-2021-00155,CERRADO,"-76,16","8,260888889",IDENTIF_ENTREGADO,CÓRDOBA,VALENCIA,8.260888889,-76.16,"8.260888889,-76.16"
CIH-2021-00156,CERRADO,"-76,65239722","7,779222222",IDENTIF_ENTREGADO,ANTIOQUIA,CAREPA,7.779222222,-76.65239722,"7.779222222,-76.65239722"
CIH-2021-00157,CERRADO,"-76,72425","8,095222222",IDENTIF_ENTREGADO,ANTIOQUIA,TURBO,8.095222222,-76.72425,"8.095222222,-76.72425"
CIH-2021-00158,CERRADO,"-74,81908333","7,344638889",IDENTIF_ENTREGADO,ANTIOQUIA,ZARAGOZA,7.344638889,-74.81908333,"7.344638889,-74.81908333"
CIH-2021-00159,CERRADO,"-74,80030556","7,337888889",IDENTIF_ENTREGADO,ANTIOQUIA,ZARAGOZA,7.337888889,-74.80030556,"7.337888889,-74.80030556"
CIH-2021-00160,PEND.RESULT.GENETICA,"-76,11986111","8,899805556",NO_IDENTIFICADO,CÓRDOBA,MONTERÍA,8.899805556,-76.11986111,"8.899805556,-76.11986111"
CIH-2021-00161,CERRADO,"-75,764638890.0 ","7,178666667",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.178666667,-75.764638890.0 ,"7.178666667,-75.764638890.0 "
CIH-2021-00162,CERRADO,"-75,76930278","7,945555556",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.945555556,-75.76930278,"7.945555556,-75.76930278"
CIH-2021-00163,REVISION TECNICA,"-75,76930278","7,945555556",IDENTIF_NO_ENTREGADO,ANTIOQUIA,ITUANGO,7.945555556,-75.76930278,"7.945555556,-75.76930278"
CIH-2021-00164,CERRADO,"-75,76463889","7,178666667",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.178666667,-75.76463889,"7.178666667,-75.76463889"
CIH-2021-00165,CERRADO,"-75,76463889","7,178666667",IDENTIF_ENTREGADO,ANTIOQUIA,ITUANGO,7.178666667,-75.76463889,"7.178666667,-75.76463889"
CIH-2021-00166,PEND.RESULT.GENETICA,"-77,270277","5,706944",IDENTIF_NO_ENTREGADO,CHOCÓ,NUQUÍ,5.706944,-77.270277,"5.706944,-77.270277"
CIH-2021-00167,REVISION TECNICA,"-75,89772222","6,049638889",NO_IDENTIFICADO,ANTIOQUIA,CONCORDIA,6.049638889,-75.89772222,"6.049638889,-75.89772222"
CIH-2021-00168,CERRADO,"-75,8579167","8,74144444",IDENTIF_ENTREGADO,CÓRDOBA,MONTERÍA,8.74144444,-75.8579167,"8.74144444,-75.8579167"
CIH-2021-00169,PEND.RESULT.GENETICA,-76.635,"7,88472",NO_IDENTIFICADO,ANTIOQUIA,APARTADÓ,7.88472,-76.635,"7.88472,-76.635"
CIH-2021-00170,PEND.RESULT.GENETICA,"-75,514166","6,5652",IDENTIF_NO_ENTREGADO,ANTIOQUIA,ENTRERRIOS,6.5652,-75.514166,"6.5652,-75.514166"
CIH-2021-00171,PEND.RESULT.GENETICA,-76.7283,"8,09305",NO_IDENTIFICADO,ANTIOQUIA,TURBO,8.09305,-76.7283,"8.09305,-76.7283"
CIH-2021-00172,PEND.RESULT.GENETICA,-76.635,"7,88472",NO_IDENTIFICADO,ANTIOQUIA,APARTADÓ,7.88472,-76.635,"7.88472,-76.635"
CIH-2021-00173,EN CURSO,"-76,71330556","7,378944444",NO_IDENTIF_EN_PROCES,CHOCÓ,RIOSUCIO,7.378944444,-76.71330556,"7.378944444,-76.71330556"
CIH-2021-00174,PEND.RESULT.GENETICA,"-76,71330556","7,158944444",NO_IDENTIFICADO,CHOCÓ,RIOSUCIO,7.158944444,-76.71330556,"7.158944444,-76.71330556"
CIH-2021-00176,CERRADO,"-77,08866389","8,040169444",IDENTIF_ENTREGADO,CHOCÓ,UNGUÍA,8.040169444,-77.08866389,"8.040169444,-77.08866389"
CIH-2021-00177,PEND.RESULT.GENETICA,"-77,04969167","8,159944444",IDENTIF_NO_ENTREGADO,CHOCÓ,UNGUÍA,8.159944444,-77.04969167,"8.159944444,-77.04969167"
CIH-2021-00178,CERRADO,"-77,08866389","8,040169444",IDENTIF_ENTREGADO,CHOCÓ,UNGUÍA,8.040169444,-77.08866389,"8.040169444,-77.08866389"
CIH-2021-00179,CERRADO,"-77,08833889","8,039944444",IDENTIF_ENTREGADO,CHOCÓ,UNGUÍA,8.039944444,-77.08833889,"8.039944444,-77.08833889"
CIH-2021-00180,PEND.RESULT.GENETICA,"-75,51958333","7,641875",NO_IDENTIF_EN_PROCES,ANTIOQUIA,TARAZÁ,7.641875,-75.51958333,"7.641875,-75.51958333"
CIH-2021-00181,REVISION TECNICA,"-75,11861111","6,35",NO_IDENTIF_EN_PROCES,ANTIOQUIA,ALEJANDRÍA,6.35,-75.11861111,"6.35,-75.11861111"
CIH-2021-00182,REVISION TECNICA,"-75,06847222","6,344583333",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.344583333,-75.06847222,"6.344583333,-75.06847222"
CIH-2021-00183,PEND.RESULT.GENETICA,"-75,34638889","7,579722222",IDENTIF_ENTREGADO,ANTIOQUIA,CÁCERES,7.579722222,-75.34638889,"7.579722222,-75.34638889"
CIH-2021-00184,PEND.RESULT.GENETICA,"-74,87038889","7,48925",NO_IDENTIF_EN_PROCES,ANTIOQUIA,ZARAGOZA,7.48925,-74.87038889,"7.48925,-74.87038889"
CIH-2021-00185,CERRADO,"-75,34638889","7,579722222",IDENTIF_ENTREGADO,ANTIOQUIA,CÁCERES,7.579722222,-75.34638889,"7.579722222,-75.34638889"
CIH-2021-00186,PEND.RESULT.GENETICA,"-75,334166","6,081944",IDENTIF_NO_ENTREGADO,ANTIOQUIA,EL CARMEN DE VIBORAL,6.081944,-75.334166,"6.081944,-75.334166"
CIH-2021-00187,PEND.RESULT.GENETICA,"-75,334166","6,081944",IDENTIF_NO_ENTREGADO,ANTIOQUIA,EL CARMEN DE VIBORAL,6.081944,-75.334166,"6.081944,-75.334166"
CIH-2021-00188,PEND.RESULT.GENETICA,"-75,7336","9,9608333",IDENTIF_NO_ENTREGADO,ANTIOQUIA,VENECIA,9.9608333,-75.7336,"9.9608333,-75.7336"
CIH-2021-00189,REVISION TECNICA,"-75,06402778","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06402778,"6.346888889,-75.06402778"
CIH-2021-00190,CERRADO,"-75,06402778","6,346888889",IDENTIF_ENTREGADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06402778,"6.346888889,-75.06402778"
CIH-2021-00191,REVISION TECNICA,"-75,06397222","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06397222,"6.346888889,-75.06397222"
CIH-2021-00192,PEND.RESULT.GENETICA,"-75,06402778","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06402778,"6.346888889,-75.06402778"
CIH-2021-00193,REVISION TECNICA,"-75,06397222","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06397222,"6.346888889,-75.06397222"
CIH-2021-00194,REVISION TECNICA,"-75,06402778","6,346888889",NO_IDENTIFICADO,ANTIOQUIA,ALEJANDRÍA,6.346888889,-75.06402778,"6.346888889,-75.06402778"
